publisher,genres,price,developer,release_date
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Trendy Entertainment,"['Action', 'Strategy', 'RPG', 'Indie']",1.99,Trendy Entertainment,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],1.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],9.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-06-26
SpikySnail,"['Action', 'Casual', 'Indie']",9.99,SpikySnail,2013-06-26
NeocoreGames,"['Action', 'Adventure', 'Indie', 'RPG']",1.99,NeocoreGames,2013-06-27
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2013-06-27
Cellar Door Games,"['Action', 'Indie', 'RPG']",14.99,Cellar Door Games,2013-06-27
Eko Software,"['Indie', 'Simulation']",9.99,Eko Software,2013-06-27
Stardock Entertainment,"['Indie', 'RPG', 'Strategy']",2.99,Stardock Entertainment,2013-06-27
"Codemasters, Feral Interactive (Mac)","['Racing', 'Sports']",5.99,"Codemasters Racing,Feral Interactive (Mac)",2013-06-27
astragon Entertainment GmbH,['Adventure'],19.99,Deck 13,2013-06-28
Activision,['Action'],1.99,Treyarch,2013-06-28
Apogee Software,['Action'],9.99,Interceptor Entertainment,2013-07-01
Activision,['Action'],1.99,Treyarch,2013-06-28
Zero Point Software,"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']",9.99,Zero Point Software,2013-07-02
Capcom,"['Action', 'Adventure']",0.99,Capcom,2013-06-18
Capcom,"['Action', 'Adventure']",0.99,Capcom,2013-06-18
Capcom,"['Action', 'Adventure']",0.99,Capcom,2013-06-18
Dovetail Games - Trains,['Simulation'],7.99,Dovetail Games,2013-06-20
Paradox Interactive,['Simulation'],4.99,Colossal Order Ltd.,2013-06-20
Ubisoft,"['Racing', 'Sports']",9.99,Nadeo,2013-02-27
THQ Nordic,['Action'],9.99,The Farm 51,2013-06-20
Stardock Entertainment,['Strategy'],2.99,Stardock Entertainment,2013-06-20
"Plug In Digital, Milestone S.r.l.","['Racing', 'Simulation', 'Sports']",9.99,Milestone S.r.l.,2013-06-20
Frogwares,"['Action', 'Adventure']",9.99,Frogwares,2013-06-20
Adult Swim Games,"['Action', 'Indie']",9.99,Team2Bit,2013-06-21
BANDAI NAMCO Entertainment,"['Action', 'Indie']",9.99,Brain Slap Studio,2013-06-21
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],2.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],1.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],2.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],2.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013-06-24
Hello Games,"['Action', 'Casual', 'Indie', 'Racing']",14.99,Hello Games,2013-06-24
Hello Games,"['Action', 'Casual', 'Indie', 'Racing']",14.99,Hello Games,2013-06-24
PopCap,"['Casual', 'Strategy']",9.99,"Sperasoft, Inc.",2013-06-10
PopCap,"['Strategy', 'Casual']",9.99,"Sperasoft, Inc.",2013-06-10
PopCap,"['Strategy', 'Casual']",9.99,Virtuos,2013-06-10
PopCap,"['Strategy', 'Casual']",9.99,"Sperasoft, Inc.",2013-06-10
Capcom,"['Action', 'Adventure']",2.99,Capcom,2013-06-10
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-05-28
Daedalic Entertainment,"['Adventure', 'Indie']",19.99,Daedalic Entertainment,2013-05-28
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-05-28
Ludochip,"['Action', 'Indie', 'Strategy']",9.99,Ludochip,2013-05-29
"Codemasters, Feral Interactive (Mac)","['Racing', 'Sports']",4.99,"Codemasters Racing,Feral Interactive (Mac)",2013-06-11
Focus Home Interactive,['Strategy'],19.99,Eugen Systems,2013-05-29
Dovetail Games - Trains,['Simulation'],24.99,Dovetail Games,2013-05-29
Capcom,"['Action', 'Adventure']",2.99,Capcom,2013-06-10
Logic Artists,"['Indie', 'RPG', 'Strategy']",19.99,Logic Artists,2013-05-30
Facepalm Games,"['Action', 'Adventure', 'Indie']",14.99,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",2013-05-30
Tripwire Interactive,['Action'],19.99,"Tripwire Interactive,Anti Matter Games",2013-05-30
Fruitbat Factory,"['Adventure', 'Indie', 'RPG']",9.99,TORaIKI,2013-05-31
Degica,"['Design &amp; Illustration', 'Web Publishing']",4.99,Enterbrain,2013-06-03
Stardock Entertainment,"['Indie', 'RPG', 'Strategy']",24.99,Stardock Entertainment,2013-05-22
NeocoreGames,"['Action', 'Adventure', 'Indie', 'RPG']",14.99,NeocoreGames,2013-05-22
"Arcen Games, LLC","['Indie', 'Simulation', 'Strategy']",4.99,"Arcen Games, LLC",2013-05-23
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2013-05-23
Kalypso Media Digital,"['Action', 'Indie']",2.99,Candygun Games,2013-05-21
Microsoft Studios,"['Action', 'Adventure', 'Indie', 'RPG']",14.99,Humble Hearts LLC,2013-05-24
I-Illusions,"['Action', 'Indie']",8.99,I-Illusions,2013-05-24
Adult Swim Games,"['Action', 'Casual', 'Indie']",7.99,Andrew Morrish,2013-05-24
Digital Tribe,"['Action', 'Indie', 'Racing']",9.99,XYLA Entertainment,2013-05-24
Ubisoft,['Action'],14.99,Techland,2013-05-22
Codemasters,"['Racing', 'Sports']",4.99,"Codemasters Racing,Feral Interactive (Mac)",2013-05-27
Suspicious Developments,"['Action', 'Indie', 'Strategy']",9.99,Suspicious Developments,2013-06-03
"Codemasters, Feral Interactive (Mac)","['Racing', 'Sports']",6.99,"Codemasters Racing,Feral Interactive (Mac)",2013-05-27
"Codemasters, Feral Interactive (Mac)","['Racing', 'Sports']",6.99,"Codemasters Racing,Feral Interactive (Mac)",2013-05-27
"Codemasters, Feral Interactive (Mac)","['Racing', 'Sports']",4.99,"Codemasters Racing,Feral Interactive (Mac)",2013-05-27
"Codemasters, Feral Interactive (Mac)","['Racing', 'Sports']",29.99,"Codemasters Racing,Feral Interactive (Mac)",2013-05-27
Paradox Interactive,['Strategy'],1.99,Paradox Development Studio,2013-05-28
Coffee Stain Publishing,"['Casual', 'Indie', 'Strategy']",4.99,Coffee Stain Studios,2013-05-09
SEGA,['Action'],29.99,Gearbox Software,2013-05-07
Nightdive Studios,"['Action', 'RPG']",9.99,"Irrational Games,Looking Glass Studios",1999-08-11
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",9.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-05-14
MumboJumbo,['Casual'],9.99,MumboJumbo,2013-05-13
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2013-05-09
Bethesda Softworks,"['Action', 'Adventure']",1.99,Arkane Studios,2013-05-14
HeR Interactive,['Adventure'],19.99,"HeR Interactive, Inc.",2013-05-14
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2013-05-14
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-05-14
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-05-14
THQ Nordic,"['Action', 'Casual', 'Indie']",9.99,Most Wanted Entertainment,2013-05-15
11 bit studios,"['Action', 'Indie', 'Strategy']",14.99,11 bit studios,2013-05-15
Wolfire Games,"['Action', 'Indie', 'Simulation']",4.99,Wolfire Games,2013-04-29
Paradox Interactive,"['Action', 'Strategy']",9.99,Pieces Interactive,2013-04-30
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-05-14
ATLUS USA,"['Action', 'Indie']",14.99,ACE Team,2013-04-30
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-04-30
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-04-30
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-04-30
Owlchemy Labs,"['Action', 'Casual', 'Indie', 'Strategy']",4.99,Owlchemy Labs,2013-04-30
Born Ready Games,"['Action', 'Indie']",6.99,Born Ready Games Ltd.,2013-04-30
Trapdoor,['Indie'],9.99,Polytron Corporation,2013-05-01
Polytron,['Indie'],6.99,Rich Vreeland (Disasterpeace),2013-05-01
Ubisoft,"['Action', 'Adventure']",14.99,Ubisoft Montreal,2013-05-01
Gravity Interactive,"['Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,"Gravity, Inc.",2013-05-01
The Binary Mill,"['Casual', 'Indie', 'Racing']",4.99,The Binary Mill,2013-05-01
Dovetail Games - Trains,['Simulation'],7.99,Dovetail Games,2013-05-02
Kalypso Media Digital,"['Simulation', 'Strategy']",4.99,Haemimont Games,2013-05-03
Ubisoft,"['RPG', 'Strategy']",14.99,Virtuos,2013-05-02
N3V Games,['Simulation'],19.99,N3V Games,2013-05-06
N3V Games,['Simulation'],19.99,N3V Games,2013-05-06
Toxic Games,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",5.99,Toxic Games,2013-05-06
Paradox Interactive,['Strategy'],1.99,Paradox Development Studio,2013-04-22
Klei Entertainment,"['Indie', 'Simulation']",4.99,Klei Entertainment,2013-04-23
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",4.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-04-23
Ubisoft,['Adventure'],7.99,Ubisoft Montreal,2013-04-23
Pocketwatch Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",14.99,Pocketwatch Games,2013-04-24
Lupus Studios Limited,"['Adventure', 'Indie']",4.99,Locked Door Puzzle,2013-04-24
Shawn McGrath,"['Action', 'Indie', 'Racing']",14.99,][ Games Inc,2013-04-24
Jet Set Games,"['Strategy', 'Indie', 'Casual']",0.99,Jet Set Games,2013-04-24
Dovetail Games - Trains,['Simulation'],8.99,Dovetail Games,2013-04-25
KISS ltd,"['Adventure', 'Casual', 'Indie']",14.99,The Story Mechanics,2013-04-25
Team Psykskallar,"['Action', 'Adventure', 'Indie']",Free,Team Psykskallar,2013-04-25
Capcom,"['Action', 'Adventure']",3.99,Capcom,2013-04-25
Activision,['Action'],1.99,Treyarch,2013-04-12
Activision,['Action'],1.99,Treyarch,2013-04-12
Activision,['Action'],1.99,Treyarch,2013-04-12
Activision,['Action'],4.99,Treyarch,2013-04-12
Kalypso Media Digital,"['Adventure', 'Indie']",9.99,Dreampainters,2013-04-12
AGM PLAYISM,"['Action', 'Adventure', 'Indie']",14.99,NIGORO,2013-04-15
Activision,['Action'],1.99,Treyarch,2013-04-12
Bethesda Softworks,"['Action', 'Adventure']",4.99,Arkane Studios,2013-04-15
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-04-16
"Trek Industries, Inc","['Action', 'Adventure', 'Indie', 'RPG']",0.99,"Trek Industries, Inc",2013-04-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-04-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-04-16
Paradox Interactive,['Strategy'],19.99,Paradox Interactive,2013-04-16
Droqen's Games,"['Adventure', 'Indie']",5.99,Droqen,2013-04-16
Kalypso Media Digital,"['Simulation', 'Strategy']",4.99,Haemimont Games,2013-04-16
Deep Silver,['Action'],9.99,Southend,2013-04-16
Stoic Studio,"['Free to Play', 'Indie', 'RPG', 'Strategy']",2.99,Stoic,2013-04-17
Stoic Studio,"['Free to Play', 'Indie', 'RPG', 'Strategy']",19.99,Stoic,2013-04-17
Stoic Studio,"['Free to Play', 'Indie', 'RPG', 'Strategy']",9.99,Stoic,2013-04-17
Ronimo Games,"['Action', 'Indie', 'Strategy']",2.49,Ronimo Games,2013-04-09
Paradox Interactive,"['Action', 'RPG']",1.99,Pieces Interactive,2013-04-09
Microsoft Studios,['Strategy'],19.99,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013-04-09
Stoic Studio,"['Free to Play', 'Indie', 'RPG', 'Strategy']",9.99,Stoic,2013-04-17
Ubisoft,['Action'],19.99,Nadeo,2013-04-10
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2013-04-11
Capcom,"['Action', 'Adventure']",3.99,Capcom,2013-04-11
Capcom,"['Action', 'Adventure']",3.99,Capcom,2013-04-11
Activision,['Action'],1.99,Treyarch,2013-04-12
Activision,['Action'],0.99,Treyarch,2013-04-12
Activision,['Action'],0.99,Treyarch,2013-04-12
Activision,['Action'],0.99,Treyarch,2013-04-12
Activision,['Action'],0.99,Treyarch,2013-04-12
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
"2K Games, Aspyr (Mac)",['Action'],19.99,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013-03-26
CI Games,['Action'],9.99,City Interactive,2013-03-26
THQ Nordic,['Simulation'],19.99,Halycon Media GmbH &amp; Co. KG,2013-03-28
Devolver Digital,"['Casual', 'Indie', 'Strategy']",2.99,Cube Roots,2013-03-28
Binary Fortress Software,['Utilities'],29.99,Binary Fortress Software,2013-03-29
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2013-04-02
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-04-02
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-04-02
THQ Nordic,['Action'],6.99,The Farm 51,2013-03-29
Paradox Interactive,"['Simulation', 'Strategy']",19.99,Colossal Order Ltd.,2013-04-02
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-04-02
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",4.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-04-02
Capcom,"['Action', 'Adventure']",39.99,Capcom,2013-04-02
Digital Extremes,"['Action', 'Free to Play']",Free to Play,Digital Extremes,2013-03-25
Microsoft Studios,"['Action', 'Indie']",9.99,Twisted Pixel Games,2013-04-03
"2K Games, Aspyr (Mac)",['Action'],29.99,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013-03-25
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-26
Going Loud Studios,['Indie'],2.99,Going Loud Studios,2013-03-18
"Arcen Games, LLC","['Action', 'Adventure', 'Indie']",9.99,"Arcen Games, LLC",2013-03-18
Puppy Games,"['Action', 'Indie']",9.99,Puppygames,2013-03-18
Team17 Digital Ltd,['Strategy'],14.99,Team17 Digital Ltd,1999-05-31
Webzen,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",19.99,WEBZEN,2013-03-19
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-03-19
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-03-19
SEGA,['Action'],29.99,Gearbox Software,2013-03-19
Digital Eel,"['Adventure', 'Casual', 'Indie', 'Strategy']",4.99,Digital Eel,2013-03-19
The Men Who Wear Many Hats,"['Indie', 'Strategy']",4.99,The Men Who Wear Many Hats,2013-03-19
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-03-19
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2013-03-19
Paradox Interactive,['Strategy'],0.99,Cyanide Montreal,2013-03-19
Rovio Entertainment Ltd,['Casual'],4.99,Rovio Entertainment Ltd,2013-03-07
Kalypso Media Digital,"['Simulation', 'Strategy']",4.99,Haemimont Games,2013-03-08
SCS Software,"['Indie', 'Simulation']",4.99,SCS Software,2008-08-06
CI Games,['Action'],9.99,City Interactive,2013-03-11
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",6.99,United Front Games,2013-03-12
Ronimo Games,"['Action', 'Indie', 'Strategy']",1.49,Ronimo Games,2013-03-13
Cyanide Studio,"['Free to Play', 'Massively Multiplayer']",Free to Play,Cyanide Studio,2013-03-13
Fire hose Games,"['Casual', 'Indie', 'Strategy']",9.99,Fire Hose Games,2013-03-14
Ronimo Games,"['Action', 'Indie', 'Strategy']",1.49,Ronimo Games,2013-03-13
Dovetail Games - Trains,['Simulation'],19.99,Smokebox,2013-03-14
Fire Hose Games,"['Action', 'Indie', 'Strategy']",9.99,Fire Hose Games,2013-03-14
Gaijin Games,"['Action', 'Indie']",14.99,Gaijin Games,2013-02-26
Ubisoft,"['Racing', 'Sports']",19.99,Nadeo,2011-09-14
Gaijin Entertainment,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Free to Play,Star Gem Inc.,2013-02-27
Gaijin Entertainment,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",49.99,Star Gem Inc.,2013-02-27
Gaijin Entertainment,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",79.99,Star Gem Inc.,2013-02-27
Gaijin Entertainment,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",19.99,Star Gem Inc.,2013-02-27
NGD Studios,"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Free to Play,NGD Studios,2013-02-27
Activision,['Action'],14.99,Treyarch,2013-02-28
Activision,['Action'],49.99,Treyarch,Feb 2013
Rebellion,['Action'],14.99,Rebellion,2013-02-28
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2013-02-28
Ronimo Games,"['Action', 'Indie', 'Strategy']",2.49,Ronimo Games,2013-02-28
Iceberg Interactive,"['Indie', 'Strategy']",19.99,Ntronium Games,2013-02-28
Recoil Games,"['Action', 'Indie', 'Casual']",1.99,Recoil Games,2013-03-01
Double Fine Productions,['Adventure'],3.99,Double Fine Productions,2013-03-01
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",19.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013-03-04
Degica,"['Design &amp; Illustration', 'Web Publishing']",29.99,Degica,2013-03-05
Paradox Interactive,['Action'],9.99,Arrowhead Game Studios,2013-03-05
Degica,"['Design &amp; Illustration', 'Web Publishing']",19.99,KADOKAWA,2013-03-05
EXOR Studios,"['Action', 'Indie', 'Racing']",2.99,EXOR Studios,2013-02-20
SEGA,"['Racing', 'Sports']",2.99,Sumo Digital,2013-02-20
Capcom,['Action'],1.99,Ninja Theory,2013-02-20
Capcom,['Action'],39.99,Ninja Theory,2013-02-20
Dovetail Games - Trains,['Simulation'],39.99,Dovetail Games,2013-02-21
THQ Nordic,['Action'],6.99,The Farm 51,2013-02-22
Bohemia Interactive,"['Action', 'Simulation', 'Strategy']",49.99,Bohemia Interactive,2013-02-21
Cardboard Computer,"['Adventure', 'Indie']",24.99,Cardboard Computer,2013-02-22
The Quantum Astrophysicists Guild,"['Casual', 'Indie', 'Strategy']",9.99,"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",2013-02-22
Funcom,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,Funcom,2013-02-22
Versus Evil,"['Free to Play', 'Indie', 'RPG', 'Strategy']",Free to Play,Stoic,2013-02-25
BANDAI NAMCO Entertainment,"['Racing', 'Sports']",9.99,Milestone S.r.l.,2013-02-26
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",3.99,United Front Games,2013-02-26
Double Fine Productions,"['Action', 'Adventure', 'Strategy']",14.99,Double Fine Productions,2013-02-26
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2013-02-07
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2013-02-07
Ronimo Games,"['Action', 'Indie', 'Strategy']",1.49,Ronimo Games,2013-02-07
Ronimo Games,"['Action', 'Indie', 'Strategy']",2.49,Ronimo Games,2013-02-07
Reverb Publishing,"['Action', 'Indie']",0.99,Lukewarm Media,2013-02-08
Paradox Interactive,"['Strategy', 'Casual']",4.99,Zeal Game Studio,2013-02-11
"Sector3 Studios, RaceRoom Entertainment AG","['Free to Play', 'Racing', 'Simulation', 'Sports']",160.91,Sector3 Studios,2013-02-12
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-02-12
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-02-12
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2013-02-12
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-02-12
Dovetail Games - Trains,['Simulation'],19.99,G-TraX,2013-02-14
Double Fine Productions,"['Action', 'Adventure', 'Strategy']",6.99,Double Fine Productions,2013-02-13
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",1.99,United Front Games,2013-02-13
Dovetail Games - Trains,['Simulation'],7.99,Oovee® Game Studios,2013-02-14
Dovetail Games - Trains,['Simulation'],7.99,Digital Train Model,2013-02-14
XSEED Games,"['Action', 'Adventure', 'RPG']",14.99,Nihon Falcom,2013-02-14
Ubisoft,"['Casual', 'Simulation']",11.99,Ubisoft - San Francisco,2013-02-05
Rebellion,['Action'],4.99,Rebellion,2013-02-06
Tale of Tales,"['Casual', 'Indie', 'Simulation']",9.99,Tale of Tales,2013-02-06
Paradox Interactive,['Strategy'],19.99,Cyanide Montreal,2013-02-14
"Capcom U.S.A., Inc.",['Action'],2.99,"Capcom U.S.A., Inc.",2013-02-06
"Capcom U.S.A., Inc.",['Action'],0.99,"Capcom U.S.A., Inc.",2013-02-06
"Capcom U.S.A., Inc",['Action'],1.99,"Capcom U.S.A., Inc.",2013-02-06
"Capcom U.S.A., Inc",['Action'],0.99,"Capcom U.S.A., Inc",2013-02-06
"Capcom U.S.A., Inc.",['Action'],0.99,"Capcom U.S.A., Inc.",2013-02-06
"Capcom U.S.A., Inc.",['Action'],0.99,"Capcom U.S.A., Inc.",2013-02-06
"Capcom U.S.A., Inc.",['Action'],0.99,"Capcom U.S.A., Inc.",2013-02-06
"Capcom U.S.A., Inc.",['Action'],0.99,"Capcom U.S.A., Inc.",2013-02-06
"Capcom U.S.A., Inc",['Action'],0.99,"Capcom U.S.A., Inc",2013-02-06
